"TIME","GEO","CROP_PRO","STRUCPRO","Value","Flag and Footnotes"
"2007","Zentralschweiz","ha: Under glass: Flowers and ornemental plants","Total","40",""
"2007","Zentralschweiz","ha: Fodder crops - total","Total","18 510",""
"2007","Zentralschweiz","ha: Fodder crops - temporary grass","Total","13 980",""
"2007","Zentralschweiz","ha: Total: Other green fodder: Fodder crops","Total","4 530",""
"2007","Zentralschweiz","ha: Green maize: Other green fodder: Fodder crops","Total","4 530",""
"2007","Zentralschweiz","ha: Other fodder crops: leguminous plants: Fodder crops","Total",":",""
"2007","Ticino","ha: Utilised agricultural area","Total","13 990",""
"2007","Ticino","ha: Arable land","Total","1 860",""
"2007","Ticino","ha: Common wheat and spelt","Total","240",""
"2007","Ticino","ha: Durum wheat","Total","0",""
"2007","Ticino","ha: Rye","Total","0",""
"2007","Ticino","ha: Barley","Total","30",""
"2007","Ticino","ha: Oats","Total","0",""
"2007","Ticino","ha: Grain maize","Total","290",""
"2007","Ticino","ha: Rice","Total","0",""
"2007","Ticino","ha: Other cereals","Total","80",""
"2007","Ticino","ha: Pulses - total","Total","0",""
"2007","Ticino","ha: Potatoes","Total","30",""
"2007","Ticino","ha: Sugar beet","Total","0",""
"2007","Ticino","ha: Fodder roots and brassicas","Total","0",""
"2007","Ticino","ha: Industrial crops - total","Total","160",""
"2007","Ticino","ha: Tobacco","Total","0",""
"2007","Ticino","ha: Hops","Total","0",""
"2007","Ticino","ha: Cotton","Total","0",""
"2007","Ticino","ha: Rape and turnip","Total","0",""
"2007","Ticino","ha: Sunflower","Total","0",""
"2007","Ticino","ha: Soya","Total","140",""
"2007","Ticino","ha:  Other oil-seed or fibre crops","Total","0",""
"2007","Ticino","ha: Outdoor: Flowers and ornemental plants","Total","0",""
"2007","Ticino","ha: Under glass: Flowers and ornemental plants","Total","0",""
"2007","Ticino","ha: Fodder crops - total","Total","710",""
"2007","Ticino","ha: Fodder crops - temporary grass","Total","390",""
"2007","Ticino","ha: Total: Other green fodder: Fodder crops","Total","310",""
"2007","Ticino","ha: Green maize: Other green fodder: Fodder crops","Total","310",""
"2007","Ticino","ha: Other fodder crops: leguminous plants: Fodder crops","Total",":",""
"2010","Finland","ha: Utilised agricultural area","Total","2 290 980",""
"2010","Finland","ha: Arable land","Total","2 253 450",""
"2010","Finland","ha: Common wheat and spelt","Total","213 760",""
"2010","Finland","ha: Durum wheat","Total","0",""
"2010","Finland","ha: Rye","Total","25 210",""
"2010","Finland","ha: Barley","Total","448 280",""
"2010","Finland","ha: Oats","Total","311 750",""
"2010","Finland","ha: Grain maize","Total","0",""
"2010","Finland","ha: Rice","Total","0",""
"2010","Finland","ha: Other cereals","Total","2 670",""
"2010","Finland","ha: Pulses - total","Total","26 410",""
"2010","Finland","ha: Potatoes","Total","25 150",""
"2010","Finland","ha: Sugar beet","Total","14 620",""
"2010","Finland","ha: Fodder roots and brassicas","Total","0",""
"2010","Finland","ha: Industrial crops - total","Total","199 060",""
"2010","Finland","ha: Tobacco","Total","0",""
"2010","Finland","ha: Hops","Total","0",""
"2010","Finland","ha: Cotton","Total","0",""
"2010","Finland","ha: Rape and turnip","Total","158 080",""
"2010","Finland","ha: Sunflower","Total","80",""
"2010","Finland","ha: Soya","Total","0",""
"2010","Finland","ha:  Other oil-seed or fibre crops","Total","2 690",""
"2010","Finland","ha: Outdoor: Flowers and ornemental plants","Total","50",""
"2010","Finland","ha: Under glass: Flowers and ornemental plants","Total","150",""
"2010","Finland","ha: Fodder crops - total","Total","656 870",""
"2010","Finland","ha: Fodder crops - temporary grass","Total","648 750",""
"2010","Finland","ha: Total: Other green fodder: Fodder crops","Total","8 120",""
"2010","Finland","ha: Green maize: Other green fodder: Fodder crops","Total","0",""
"2010","Finland","ha: Other fodder crops: leguminous plants: Fodder crops","Total","0",""
"2010","Itä-Suomi (NUTS 2006)","ha: Utilised agricultural area","Total",":",""
"2010","Itä-Suomi (NUTS 2006)","ha: Arable land","Total",":",""
"2010","Itä-Suomi (NUTS 2006)","ha: Common wheat and spelt","Total",":",""
"2010","Itä-Suomi (NUTS 2006)","ha: Durum wheat","Total",":",""
"2010","Itä-Suomi (NUTS 2006)","ha: Rye","Total",":",""
"2010","Itä-Suomi (NUTS 2006)","ha: Barley","Total",":",""
"2010","Itä-Suomi (NUTS 2006)","ha: Oats","Total",":",""
"2010","Itä-Suomi (NUTS 2006)","ha: Grain maize","Total",":",""
"2010","Itä-Suomi (NUTS 2006)","ha: Rice","Total",":",""
"2010","Itä-Suomi (NUTS 2006)","ha: Other cereals","Total",":",""
"2010","Itä-Suomi (NUTS 2006)","ha: Pulses - total","Total",":",""
"2010","Itä-Suomi (NUTS 2006)","ha: Potatoes","Total",":",""
"2010","Itä-Suomi (NUTS 2006)","ha: Sugar beet","Total",":",""
"2010","Itä-Suomi (NUTS 2006)","ha: Fodder roots and brassicas","Total",":",""
"2010","Itä-Suomi (NUTS 2006)","ha: Industrial crops - total","Total",":",""
"2010","Itä-Suomi (NUTS 2006)","ha: Tobacco","Total",":",""
"2010","Itä-Suomi (NUTS 2006)","ha: Hops","Total",":",""
"2010","Itä-Suomi (NUTS 2006)","ha: Cotton","Total",":",""
"2010","Itä-Suomi (NUTS 2006)","ha: Rape and turnip","Total",":",""
"2010","Itä-Suomi (NUTS 2006)","ha: Sunflower","Total",":",""
"2010","Itä-Suomi (NUTS 2006)","ha: Soya","Total",":",""
"2010","Itä-Suomi (NUTS 2006)","ha:  Other oil-seed or fibre crops","Total",":",""
"2010","Itä-Suomi (NUTS 2006)","ha: Outdoor: Flowers and ornemental plants","Total",":",""
"2010","Itä-Suomi (NUTS 2006)","ha: Under glass: Flowers and ornemental plants","Total",":",""
"2010","Itä-Suomi (NUTS 2006)","ha: Fodder crops - total","Total",":",""
"2010","Itä-Suomi (NUTS 2006)","ha: Fodder crops - temporary grass","Total",":",""
"2010","Itä-Suomi (NUTS 2006)","ha: Total: Other green fodder: Fodder crops","Total",":",""
"2010","Itä-Suomi (NUTS 2006)","ha: Green maize: Other green fodder: Fodder crops","Total",":",""
"2010","Itä-Suomi (NUTS 2006)","ha: Other fodder crops: leguminous plants: Fodder crops","Total",":",""
"2010","Etelä-Suomi (NUTS 2006)","ha: Utilised agricultural area","Total",":",""
"2010","Etelä-Suomi (NUTS 2006)","ha: Arable land","Total",":",""
"2010","Etelä-Suomi (NUTS 2006)","ha: Common wheat and spelt","Total",":",""
"2010","Etelä-Suomi (NUTS 2006)","ha: Durum wheat","Total",":",""
"2010","Etelä-Suomi (NUTS 2006)","ha: Rye","Total",":",""
"2010","Etelä-Suomi (NUTS 2006)","ha: Barley","Total",":",""
"2010","Etelä-Suomi (NUTS 2006)","ha: Oats","Total",":",""
"2010","Etelä-Suomi (NUTS 2006)","ha: Grain maize","Total",":",""
"2010","Etelä-Suomi (NUTS 2006)","ha: Rice","Total",":",""
"2010","Etelä-Suomi (NUTS 2006)","ha: Other cereals","Total",":",""
"2010","Etelä-Suomi (NUTS 2006)","ha: Pulses - total","Total",":",""
"2010","Etelä-Suomi (NUTS 2006)","ha: Potatoes","Total",":",""
"2010","Etelä-Suomi (NUTS 2006)","ha: Sugar beet","Total",":",""
"2010","Etelä-Suomi (NUTS 2006)","ha: Fodder roots and brassicas","Total",":",""
"2010","Etelä-Suomi (NUTS 2006)","ha: Industrial crops - total","Total",":",""
"2010","Etelä-Suomi (NUTS 2006)","ha: Tobacco","Total",":",""
"2010","Etelä-Suomi (NUTS 2006)","ha: Hops","Total",":",""
"2010","Etelä-Suomi (NUTS 2006)","ha: Cotton","Total",":",""
"2010","Etelä-Suomi (NUTS 2006)","ha: Rape and turnip","Total",":",""
"2010","Etelä-Suomi (NUTS 2006)","ha: Sunflower","Total",":",""
"2010","Etelä-Suomi (NUTS 2006)","ha: Soya","Total",":",""
"2010","Etelä-Suomi (NUTS 2006)","ha:  Other oil-seed or fibre crops","Total",":",""
"2010","Etelä-Suomi (NUTS 2006)","ha: Outdoor: Flowers and ornemental plants","Total",":",""
"2010","Etelä-Suomi (NUTS 2006)","ha: Under glass: Flowers and ornemental plants","Total",":",""
"2010","Etelä-Suomi (NUTS 2006)","ha: Fodder crops - total","Total",":",""
"2010","Etelä-Suomi (NUTS 2006)","ha: Fodder crops - temporary grass","Total",":",""
"2010","Etelä-Suomi (NUTS 2006)","ha: Total: Other green fodder: Fodder crops","Total",":",""
"2010","Etelä-Suomi (NUTS 2006)","ha: Green maize: Other green fodder: Fodder crops","Total",":",""
"2010","Etelä-Suomi (NUTS 2006)","ha: Other fodder crops: leguminous plants: Fodder crops","Total",":",""
"2010","Länsi-Suomi","ha: Utilised agricultural area","Total","793 380",""
"2010","Länsi-Suomi","ha: Arable land","Total","786 900",""
"2010","Länsi-Suomi","ha: Common wheat and spelt","Total","52 570",""
"2010","Länsi-Suomi","ha: Durum wheat","Total","0",""
"2010","Länsi-Suomi","ha: Rye","Total","9 090",""
"2010","Länsi-Suomi","ha: Barley","Total","173 650",""
"2010","Länsi-Suomi","ha: Oats","Total","139 720",""
"2010","Länsi-Suomi","ha: Grain maize","Total","0",""
"2010","Länsi-Suomi","ha: Rice","Total","0",""
"2010","Länsi-Suomi","ha: Other cereals","Total","1 190",""
"2010","Länsi-Suomi","ha: Pulses - total","Total","8 900",""
"2010","Länsi-Suomi","ha: Potatoes","Total","14 390",""
"2010","Länsi-Suomi","ha: Sugar beet","Total","5 890",""
"2010","Länsi-Suomi","ha: Fodder roots and brassicas","Total","0",""
"2010","Länsi-Suomi","ha: Industrial crops - total","Total","73 020",""
"2010","Länsi-Suomi","ha: Tobacco","Total","0",""
"2010","Länsi-Suomi","ha: Hops","Total","0",""
"2010","Länsi-Suomi","ha: Cotton","Total","0",""
"2010","Länsi-Suomi","ha: Rape and turnip","Total","55 590",""
"2010","Länsi-Suomi","ha: Sunflower","Total","10",""
"2010","Länsi-Suomi","ha: Soya","Total","0",""
"2010","Länsi-Suomi","ha:  Other oil-seed or fibre crops","Total","1 220",""
"2010","Länsi-Suomi","ha: Outdoor: Flowers and ornemental plants","Total","10",""
"2010","Länsi-Suomi","ha: Under glass: Flowers and ornemental plants","Total","50",""
"2010","Länsi-Suomi","ha: Fodder crops - total","Total","196 330",""
"2010","Länsi-Suomi","ha: Fodder crops - temporary grass","Total","193 820",""
"2010","Länsi-Suomi","ha: Total: Other green fodder: Fodder crops","Total","2 510",""
"2010","Länsi-Suomi","ha: Green maize: Other green fodder: Fodder crops","Total","0",""
"2010","Länsi-Suomi","ha: Other fodder crops: leguminous plants: Fodder crops","Total","0",""
"2010","Pohjois-Suomi (NUTS 2006)","ha: Utilised agricultural area","Total",":",""
"2010","Pohjois-Suomi (NUTS 2006)","ha: Arable land","Total",":",""
"2010","Pohjois-Suomi (NUTS 2006)","ha: Common wheat and spelt","Total",":",""
"2010","Pohjois-Suomi (NUTS 2006)","ha: Durum wheat","Total",":",""
"2010","Pohjois-Suomi (NUTS 2006)","ha: Rye","Total",":",""
"2010","Pohjois-Suomi (NUTS 2006)","ha: Barley","Total",":",""
"2010","Pohjois-Suomi (NUTS 2006)","ha: Oats","Total",":",""
"2010","Pohjois-Suomi (NUTS 2006)","ha: Grain maize","Total",":",""
"2010","Pohjois-Suomi (NUTS 2006)","ha: Rice","Total",":",""
"2010","Pohjois-Suomi (NUTS 2006)","ha: Other cereals","Total",":",""
"2010","Pohjois-Suomi (NUTS 2006)","ha: Pulses - total","Total",":",""
"2010","Pohjois-Suomi (NUTS 2006)","ha: Potatoes","Total",":",""
"2010","Pohjois-Suomi (NUTS 2006)","ha: Sugar beet","Total",":",""
"2010","Pohjois-Suomi (NUTS 2006)","ha: Fodder roots and brassicas","Total",":",""
"2010","Pohjois-Suomi (NUTS 2006)","ha: Industrial crops - total","Total",":",""
"2010","Pohjois-Suomi (NUTS 2006)","ha: Tobacco","Total",":",""
"2010","Pohjois-Suomi (NUTS 2006)","ha: Hops","Total",":",""
"2010","Pohjois-Suomi (NUTS 2006)","ha: Cotton","Total",":",""
"2010","Pohjois-Suomi (NUTS 2006)","ha: Rape and turnip","Total",":",""
"2010","Pohjois-Suomi (NUTS 2006)","ha: Sunflower","Total",":",""
"2010","Pohjois-Suomi (NUTS 2006)","ha: Soya","Total",":",""
"2010","Pohjois-Suomi (NUTS 2006)","ha:  Other oil-seed or fibre crops","Total",":",""
"2010","Pohjois-Suomi (NUTS 2006)","ha: Outdoor: Flowers and ornemental plants","Total",":",""
"2010","Pohjois-Suomi (NUTS 2006)","ha: Under glass: Flowers and ornemental plants","Total",":",""
"2010","Pohjois-Suomi (NUTS 2006)","ha: Fodder crops - total","Total",":",""
"2010","Pohjois-Suomi (NUTS 2006)","ha: Fodder crops - temporary grass","Total",":",""
"2010","Pohjois-Suomi (NUTS 2006)","ha: Total: Other green fodder: Fodder crops","Total",":",""
"2010","Pohjois-Suomi (NUTS 2006)","ha: Green maize: Other green fodder: Fodder crops","Total",":",""
"2010","Pohjois-Suomi (NUTS 2006)","ha: Other fodder crops: leguminous plants: Fodder crops","Total",":",""
"2010","Helsinki-Uusimaa","ha: Utilised agricultural area","Total","184 760",""
"2010","Helsinki-Uusimaa","ha: Arable land","Total","181 350",""
"2010","Helsinki-Uusimaa","ha: Common wheat and spelt","Total","45 010",""
"2010","Helsinki-Uusimaa","ha: Durum wheat","Total","0",""
"2010","Helsinki-Uusimaa","ha: Rye","Total","3 720",""
"2010","Helsinki-Uusimaa","ha: Barley","Total","22 600",""
"2010","Helsinki-Uusimaa","ha: Oats","Total","17 070",""
"2010","Helsinki-Uusimaa","ha: Grain maize","Total","0",""
"2010","Helsinki-Uusimaa","ha: Rice","Total","0",""
"2010","Helsinki-Uusimaa","ha: Other cereals","Total","340",""
"2010","Helsinki-Uusimaa","ha: Pulses - total","Total","3 830",""
"2010","Helsinki-Uusimaa","ha: Potatoes","Total","380",""
"2010","Helsinki-Uusimaa","ha: Sugar beet","Total","570",""
"2010","Helsinki-Uusimaa","ha: Fodder roots and brassicas","Total","0",""
"2010","Helsinki-Uusimaa","ha: Industrial crops - total","Total","25 450",""
"2010","Helsinki-Uusimaa","ha: Tobacco","Total","0",""
"2010","Helsinki-Uusimaa","ha: Hops","Total","0",""
"2010","Helsinki-Uusimaa","ha: Cotton","Total","0",""
"2010","Helsinki-Uusimaa","ha: Rape and turnip","Total","22 740",""
"2010","Helsinki-Uusimaa","ha: Sunflower","Total","40",""
"2010","Helsinki-Uusimaa","ha: Soya","Total","0",""
"2010","Helsinki-Uusimaa","ha:  Other oil-seed or fibre crops","Total","310",""
"2010","Helsinki-Uusimaa","ha: Outdoor: Flowers and ornemental plants","Total","20",""
"2010","Helsinki-Uusimaa","ha: Under glass: Flowers and ornemental plants","Total","20",""
"2010","Helsinki-Uusimaa","ha: Fodder crops - total","Total","24 300",""
"2010","Helsinki-Uusimaa","ha: Fodder crops - temporary grass","Total","24 140",""
"2010","Helsinki-Uusimaa","ha: Total: Other green fodder: Fodder crops","Total","170",""
"2010","Helsinki-Uusimaa","ha: Green maize: Other green fodder: Fodder crops","Total","0",""
"2010","Helsinki-Uusimaa","ha: Other fodder crops: leguminous plants: Fodder crops","Total","0",""
"2010","Etelä-Suomi","ha: Utilised agricultural area","Total","627 220",""
"2010","Etelä-Suomi","ha: Arable land","Total","617 930",""
"2010","Etelä-Suomi","ha: Common wheat and spelt","Total","105 840",""
"2010","Etelä-Suomi","ha: Durum wheat","Total","0",""
"2010","Etelä-Suomi","ha: Rye","Total","9 610",""
"2010","Etelä-Suomi","ha: Barley","Total","130 650",""
"2010","Etelä-Suomi","ha: Oats","Total","81 300",""
"2010","Etelä-Suomi","ha: Grain maize","Total","0",""
"2010","Etelä-Suomi","ha: Rice","Total","0",""
"2010","Etelä-Suomi","ha: Other cereals","Total","450",""
"2010","Etelä-Suomi","ha: Pulses - total","Total","10 180",""
"2010","Etelä-Suomi","ha: Potatoes","Total","3 510",""
"2010","Etelä-Suomi","ha: Sugar beet","Total","8 010",""
"2010","Etelä-Suomi","ha: Fodder roots and brassicas","Total","0",""
"2010","Etelä-Suomi","ha: Industrial crops - total","Total","79 090",""
"2010","Etelä-Suomi","ha: Tobacco","Total","0",""
"2010","Etelä-Suomi","ha: Hops","Total","0",""
"2010","Etelä-Suomi","ha: Cotton","Total","0",""
"2010","Etelä-Suomi","ha: Rape and turnip","Total","70 090",""
"2010","Etelä-Suomi","ha: Sunflower","Total","20",""
"2010","Etelä-Suomi","ha: Soya","Total","0",""
"2010","Etelä-Suomi","ha:  Other oil-seed or fibre crops","Total","1 130",""
"2010","Etelä-Suomi","ha: Outdoor: Flowers and ornemental plants","Total","10",""
"2010","Etelä-Suomi","ha: Under glass: Flowers and ornemental plants","Total","50",""
"2010","Etelä-Suomi","ha: Fodder crops - total","Total","88 680",""
"2010","Etelä-Suomi","ha: Fodder crops - temporary grass","Total","87 930",""
"2010","Etelä-Suomi","ha: Total: Other green fodder: Fodder crops","Total","750",""
"2010","Etelä-Suomi","ha: Green maize: Other green fodder: Fodder crops","Total","0",""
"2010","Etelä-Suomi","ha: Other fodder crops: leguminous plants: Fodder crops","Total","0",""
"2010","Pohjois- ja Itä-Suomi","ha: Utilised agricultural area","Total","665 990",""
"2010","Pohjois- ja Itä-Suomi","ha: Arable land","Total","653 650",""
"2010","Pohjois- ja Itä-Suomi","ha: Common wheat and spelt","Total","8 880",""
"2010","Pohjois- ja Itä-Suomi","ha: Durum wheat","Total","0",""
"2010","Pohjois- ja Itä-Suomi","ha: Rye","Total","2 500",""
"2010","Pohjois- ja Itä-Suomi","ha: Barley","Total","120 770",""
"2010","Pohjois- ja Itä-Suomi","ha: Oats","Total","72 150",""
"2010","Pohjois- ja Itä-Suomi","ha: Grain maize","Total","0",""
"2010","Pohjois- ja Itä-Suomi","ha: Rice","Total","0",""
"2010","Pohjois- ja Itä-Suomi","ha: Other cereals","Total","640",""
"2010","Pohjois- ja Itä-Suomi","ha: Pulses - total","Total","3 390",""
"2010","Pohjois- ja Itä-Suomi","ha: Potatoes","Total","5 940",""
"2010","Pohjois- ja Itä-Suomi","ha: Sugar beet","Total","0",""
"2010","Pohjois- ja Itä-Suomi","ha: Fodder roots and brassicas","Total","0",""
"2010","Pohjois- ja Itä-Suomi","ha: Industrial crops - total","Total","20 970",""
"2010","Pohjois- ja Itä-Suomi","ha: Tobacco","Total","0",""
"2010","Pohjois- ja Itä-Suomi","ha: Hops","Total","0",""
"2010","Pohjois- ja Itä-Suomi","ha: Cotton","Total","0",""
"2010","Pohjois- ja Itä-Suomi","ha: Rape and turnip","Total","9 160",""
"2010","Pohjois- ja Itä-Suomi","ha: Sunflower","Total","0",""
"2010","Pohjois- ja Itä-Suomi","ha: Soya","Total","0",""
"2010","Pohjois- ja Itä-Suomi","ha:  Other oil-seed or fibre crops","Total","20",""
"2010","Pohjois- ja Itä-Suomi","ha: Outdoor: Flowers and ornemental plants","Total","10",""
"2010","Pohjois- ja Itä-Suomi","ha: Under glass: Flowers and ornemental plants","Total","30",""
"2010","Pohjois- ja Itä-Suomi","ha: Fodder crops - total","Total","340 960",""
"2010","Pohjois- ja Itä-Suomi","ha: Fodder crops - temporary grass","Total","336 330",""
"2010","Pohjois- ja Itä-Suomi","ha: Total: Other green fodder: Fodder crops","Total","4 630",""
"2010","Pohjois- ja Itä-Suomi","ha: Green maize: Other green fodder: Fodder crops","Total","0",""
"2010","Pohjois- ja Itä-Suomi","ha: Other fodder crops: leguminous plants: Fodder crops","Total","0",""
"2010","Åland","ha: Utilised agricultural area","Total","19 620",""
"2010","Åland","ha: Arable land","Total","13 620",""
"2010","Åland","ha: Common wheat and spelt","Total","1 450",""
"2010","Åland","ha: Durum wheat","Total","0",""
"2010","Åland","ha: Rye","Total","270",""
"2010","Åland","ha: Barley","Total","620",""
"2010","Åland","ha: Oats","Total","1 510",""
"2010","Åland","ha: Grain maize","Total","0",""
"2010","Åland","ha: Rice","Total","0",""
"2010","Åland","ha: Other cereals","Total","40",""
"2010","Åland","ha: Pulses - total","Total","120",""
"2010","Åland","ha: Potatoes","Total","930",""
"2010","Åland","ha: Sugar beet","Total","0",""
"2010","Åland","ha: Fodder roots and brassicas","Total","0",""
"2010","Åland","ha: Industrial crops - total","Total","540",""
"2010","Åland","ha: Tobacco","Total","0",""
"2010","Åland","ha: Hops","Total","0",""
"2010","Åland","ha: Cotton","Total","0",""
"2010","Åland","ha: Rape and turnip","Total","500",""
"2010","Åland","ha: Sunflower","Total","0",""
"2010","Åland","ha: Soya","Total","0",""
"2010","Åland","ha:  Other oil-seed or fibre crops","Total","0",""
"2010","Åland","ha: Outdoor: Flowers and ornemental plants","Total","0",""
"2010","Åland","ha: Under glass: Flowers and ornemental plants","Total","0",""
"2010","Åland","ha: Fodder crops - total","Total","6 600",""
"2010","Åland","ha: Fodder crops - temporary grass","Total","6 530",""
"2010","Åland","ha: Total: Other green fodder: Fodder crops","Total","70",""
"2010","Åland","ha: Green maize: Other green fodder: Fodder crops","Total","0",""
"2010","Åland","ha: Other fodder crops: leguminous plants: Fodder crops","Total","0",""
"2010","Norway","ha: Utilised agricultural area","Total","1 005 940",""
"2010","Norway","ha: Arable land","Total","827 050",""
"2010","Norway","ha: Common wheat and spelt","Total","72 080",""
"2010","Norway","ha: Durum wheat","Total","0",""
"2010","Norway","ha: Rye","Total","6 760",""
"2010","Norway","ha: Barley","Total","146 180",""
"2010","Norway","ha: Oats","Total","76 110",""
"2010","Norway","ha: Grain maize","Total","0",""
"2010","Norway","ha: Rice","Total","0",""
"2010","Norway","ha: Other cereals","Total","0",""
"2010","Norway","ha: Pulses - total","Total","2 150",""
"2010","Norway","ha: Potatoes","Total","13 240",""
"2010","Norway","ha: Sugar beet","Total","0",""
"2010","Norway","ha: Fodder roots and brassicas","Total","0",""
"2010","Norway","ha: Industrial crops - total","Total","5 960",""
"2010","Norway","ha: Tobacco","Total","0",""
"2010","Norway","ha: Hops","Total","0",""
"2010","Norway","ha: Cotton","Total","0",""
"2010","Norway","ha: Rape and turnip","Total","5 930",""
"2010","Norway","ha: Sunflower","Total","0",""
"2010","Norway","ha: Soya","Total","0",""
"2010","Norway","ha:  Other oil-seed or fibre crops","Total","0",""
"2010","Norway","ha: Outdoor: Flowers and ornemental plants","Total","520",""
"2010","Norway","ha: Under glass: Flowers and ornemental plants","Total","100",""
"2010","Norway","ha: Fodder crops - total","Total","488 480",""
"2010","Norway","ha: Fodder crops - temporary grass","Total","476 550",""
"2010","Norway","ha: Total: Other green fodder: Fodder crops","Total","11 930",""
"2010","Norway","ha: Green maize: Other green fodder: Fodder crops","Total","0",""
"2010","Norway","ha: Other fodder crops: leguminous plants: Fodder crops","Total","0",""
"2010","Oslo og Akershus","ha: Utilised agricultural area","Total","78 210",""
"2010","Oslo og Akershus","ha: Arable land","Total","74 720",""
"2010","Oslo og Akershus","ha: Common wheat and spelt","Total","13 310",""
"2010","Oslo og Akershus","ha: Durum wheat","Total","0",""
"2010","Oslo og Akershus","ha: Rye","Total","970",""
"2010","Oslo og Akershus","ha: Barley","Total","21 910",""
"2010","Oslo og Akershus","ha: Oats","Total","22 560",""
"2010","Oslo og Akershus","ha: Grain maize","Total","0",""
"2010","Oslo og Akershus","ha: Rice","Total","0",""
"2010","Oslo og Akershus","ha: Other cereals","Total","0",""
"2010","Oslo og Akershus","ha: Pulses - total","Total","360",""
"2010","Oslo og Akershus","ha: Potatoes","Total","620",""
"2010","Oslo og Akershus","ha: Sugar beet","Total","0",""
"2010","Oslo og Akershus","ha: Fodder roots and brassicas","Total","0",""
"2010","Oslo og Akershus","ha: Industrial crops - total","Total","1 830",""
"2010","Oslo og Akershus","ha: Tobacco","Total","0",""
"2010","Oslo og Akershus","ha: Hops","Total","0",""
"2010","Oslo og Akershus","ha: Cotton","Total","0",""
"2010","Oslo og Akershus","ha: Rape and turnip","Total","1 830",""
"2010","Oslo og Akershus","ha: Sunflower","Total","0",""
"2010","Oslo og Akershus","ha: Soya","Total","0",""
"2010","Oslo og Akershus","ha:  Other oil-seed or fibre crops","Total","0",""
"2010","Oslo og Akershus","ha: Outdoor: Flowers and ornemental plants","Total","160",""
"2010","Oslo og Akershus","ha: Under glass: Flowers and ornemental plants","Total","10",""
"2010","Oslo og Akershus","ha: Fodder crops - total","Total","11 570",""
"2010","Oslo og Akershus","ha: Fodder crops - temporary grass","Total","10 970",""
"2010","Oslo og Akershus","ha: Total: Other green fodder: Fodder crops","Total","600",""
"2010","Oslo og Akershus","ha: Green maize: Other green fodder: Fodder crops","Total","0",""
"2010","Oslo og Akershus","ha: Other fodder crops: leguminous plants: Fodder crops","Total","0",""
"2010","Hedmark og Oppland","ha: Utilised agricultural area","Total","208 120",""
"2010","Hedmark og Oppland","ha: Arable land","Total","183 280",""
"2010","Hedmark og Oppland","ha: Common wheat and spelt","Total","13 060",""
"2010","Hedmark og Oppland","ha: Durum wheat","Total","0",""
"2010","Hedmark og Oppland","ha: Rye","Total","680",""
"2010","Hedmark og Oppland","ha: Barley","Total","44 720",""
"2010","Hedmark og Oppland","ha: Oats","Total","17 180",""
"2010","Hedmark og Oppland","ha: Grain maize","Total","0",""
"2010","Hedmark og Oppland","ha: Rice","Total","0",""
"2010","Hedmark og Oppland","ha: Other cereals","Total","0",""
"2010","Hedmark og Oppland","ha: Pulses - total","Total","100",""
"2010","Hedmark og Oppland","ha: Potatoes","Total","6 160",""
"2010","Hedmark og Oppland","ha: Sugar beet","Total","0",""
"2010","Hedmark og Oppland","ha: Fodder roots and brassicas","Total","0",""
"2010","Hedmark og Oppland","ha: Industrial crops - total","Total","500",""
"2010","Hedmark og Oppland","ha: Tobacco","Total","0",""
"2010","Hedmark og Oppland","ha: Hops","Total","0",""
"2010","Hedmark og Oppland","ha: Cotton","Total","0",""
"2010","Hedmark og Oppland","ha: Rape and turnip","Total","500",""
"2010","Hedmark og Oppland","ha: Sunflower","Total","0",""
"2010","Hedmark og Oppland","ha: Soya","Total","0",""
"2010","Hedmark og Oppland","ha:  Other oil-seed or fibre crops","Total","0",""
"2010","Hedmark og Oppland","ha: Outdoor: Flowers and ornemental plants","Total","0",""
"2010","Hedmark og Oppland","ha: Under glass: Flowers and ornemental plants","Total","10",""
"2010","Hedmark og Oppland","ha: Fodder crops - total","Total","98 430",""
"2010","Hedmark og Oppland","ha: Fodder crops - temporary grass","Total","93 960",""
"2010","Hedmark og Oppland","ha: Total: Other green fodder: Fodder crops","Total","4 480",""
"2010","Hedmark og Oppland","ha: Green maize: Other green fodder: Fodder crops","Total","0",""
"2010","Hedmark og Oppland","ha: Other fodder crops: leguminous plants: Fodder crops","Total","0",""
"2010","Sør-Østlandet","ha: Utilised agricultural area","Total","192 310",""
"2010","Sør-Østlandet","ha: Arable land","Total","177 320",""
"2010","Sør-Østlandet","ha: Common wheat and spelt","Total","45 080",""
"2010","Sør-Østlandet","ha: Durum wheat","Total","0",""
"2010","Sør-Østlandet","ha: Rye","Total","5 020",""
"2010","Sør-Østlandet","ha: Barley","Total","29 740",""
"2010","Sør-Østlandet","ha: Oats","Total","31 170",""
"2010","Sør-Østlandet","ha: Grain maize","Total","0",""
"2010","Sør-Østlandet","ha: Rice","Total","0",""
"2010","Sør-Østlandet","ha: Other cereals","Total","0",""
"2010","Sør-Østlandet","ha: Pulses - total","Total","1 630",""
"2010","Sør-Østlandet","ha: Potatoes","Total","2 720",""
"2010","Sør-Østlandet","ha: Sugar beet","Total","0",""
"2010","Sør-Østlandet","ha: Fodder roots and brassicas","Total","0",""
"2010","Sør-Østlandet","ha: Industrial crops - total","Total","3 540",""
"2010","Sør-Østlandet","ha: Tobacco","Total","0",""
"2010","Sør-Østlandet","ha: Hops","Total","0",""
"2010","Sør-Østlandet","ha: Cotton","Total","0",""
